,SMILES,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
2135,COc1ccc(N2CC(C#N)(Cc3ccccc3)C3=CC(C)(C)OCC3=N2)cc1,387.19467704,5,0,4.359080000000003,387.19467704,5,0,4.359080000000003,True
2136,Cc1ccc(-c2ccc(SCc3ccc(Cl)cc3)n2CC(=O)N=C(N)N)cc1,412.11245997200007,3,2,4.209220000000002,412.11245997200007,3,2,4.209220000000002,True
2137,CC1=CC=C(C(C)C)CCC(C)C(=CCCC(C)C)C(=O)O1,304.240230264,2,0,5.808300000000005,304.240230264,2,0,5.808300000000005,True
2138,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2)cc1,366.103813436,3,2,4.112800000000002,366.103813436,3,2,4.112800000000002,True
2139,NCCCCCc1c(O)[nH]c(O)c1-c1ccc(O)cc1,276.1473925,4,5,2.4700000000000006,276.1473925,4,5,2.4700000000000006,True
2141,Cn1ccnc1C(Cc1ccc(C2CNC(=O)C2)cc1)NS(=O)(=O)c1cc(Cl)ccc1Cl,492.078966924,5,2,3.5927000000000016,492.078966924,5,2,3.5927000000000016,True
2142,COc1cc(C(=O)C=Cc2cc(Br)c(O)cc2OC)ccc1O,378.01028568,5,2,3.7736000000000023,378.01028568,5,2,3.7736000000000023,True
2143,O=C(O)c1ccc(O)cc1C(=O)Nc1c(O)cccc1O,289.058637072,5,5,1.7538999999999998,289.058637072,5,5,1.7538999999999998,True
2144,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3ccc(C)cc32)CC1,439.114691172,2,0,5.910320000000006,439.114691172,2,0,5.910320000000006,True
2145,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc(N3CCNC(C(=O)OC)C3)n2)cc1,496.25465150400004,10,3,0.9988000000000012,496.25465150400004,10,3,0.9988000000000012,True
2146,O=C(O)Cn1c(=Cc2ccc(OCCO)cc2)sc(=Cc2ccc(OCc3ccccc3)cc2)c1=O,503.14025852,7,2,2.6021,503.14025852,7,2,2.6021,True
2148,CC(C)=CCc1cc(O)c2oc3ccc(O)cc3c(=O)c2c1O,312.099773612,5,3,3.571700000000001,312.099773612,5,3,3.571700000000001,True
2149,CC=CC(=O)N1CCC(C(=O)Nc2ccc(-n3ccc(C)c3)cc2)C1,337.179026976,3,1,3.1488200000000024,337.179026976,3,1,3.1488200000000024,True
2150,CCOS(=O)(=O)C=Cc1ccc(OC)c(OCCc2nc(Cc3ccccc3)oc2C(C)C)c1,485.18720871200003,7,0,5.355900000000005,485.18720871200003,7,0,5.355900000000005,True
2151,CCCCCCCCCCCCCCCC(=O)O,256.240230264,1,1,5.552300000000005,256.240230264,1,1,5.552300000000005,True
2152,COC(=O)c1c(O)cccc1OC(CCc1ccccc1)c1ccccc1,362.151809184,4,1,4.931700000000004,362.151809184,4,1,4.931700000000004,True
2153,CC(=O)COC1OC(C)C(C)(O)C2C(=CC=C(C)CCCC(C)C)CCC12,378.277009696,4,1,4.813000000000005,378.277009696,4,1,4.813000000000005,True
2154,[C-]#[N+]c1ccc(N2C(=O)N(c3ccccc3Cl)C3(CCC3)C2=O)cc1,351.07745436799996,2,0,4.786690000000003,351.07745436799996,2,0,4.786690000000003,True
2155,[O-][n+]1cc(-c2ccc(C(F)(F)F)cc2)ccc1C(O)Cc1ccccc1,359.11331341199997,2,1,4.281900000000003,359.11331341199997,2,1,4.281900000000003,True
2158,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,254.0579088,4,2,2.8712000000000013,254.0579088,4,2,2.8712000000000013,True
2159,CCn1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)c1,292.088163372,4,1,2.2992,292.088163372,4,1,2.2992,True
2160,O=[N+]([O-])c1ccc(C2CC(c3ccc4ccccc4c3)=NO2)cc1,318.10044230799997,4,0,4.613700000000003,318.10044230799997,4,0,4.613700000000003,True
2161,O=C(O)CNC(=O)Nc1nc(-c2ccc(Cl)cc2)c2ccccc2n1,356.06761795600005,4,3,3.1563000000000017,356.06761795600005,4,3,3.1563000000000017,True
2162,O=C(O)COc1c(C(=O)O)sc(-c2ccc(NCC3CCCCC3)cc2)c1O,405.124608456,6,4,4.274500000000004,405.124608456,6,4,4.274500000000004,True
2163,COc1ccc(CNc2ccc3[nH]ccc3c2)cc1OC,282.136827816,3,2,3.797200000000002,282.136827816,3,2,3.797200000000002,True
2164,O=C(O)c1ccc(N=Nc2sc3ccccc3c2-c2ccc(OC(F)(F)F)cc2)cc1,442.059897936,5,1,7.580500000000005,442.059897936,5,1,7.580500000000005,True
2165,CC=Cc1ccc(C2C(CO)N(CC3CCCCC3)C2CNC(=O)C2CCCC2)cc1,424.30897852,3,2,4.7351000000000045,424.30897852,3,2,4.7351000000000045,True
2167,COC(=O)C=COc1ccc(C(=O)C=Cc2csc(C)n2)cc1,329.0721789600001,6,0,3.413120000000002,329.0721789600001,6,0,3.413120000000002,True
2168,C=CCNC(=O)C(=O)Nc1ccc(Cl)cc1,238.050905272,2,2,1.5806999999999993,238.050905272,2,2,1.5806999999999993,True
2169,COc1ccc(-c2cc3c(cc2O)OCC(C)(C)C3)cc1,284.14124449999997,3,1,4.028900000000003,284.14124449999997,3,1,4.028900000000003,True
2170,COC(=O)C=Cc1ccc(O)c(OC)c1,208.073558864,4,1,1.5869999999999997,208.073558864,4,1,1.5869999999999997,True
2171,CCOC(=O)c1sc2nsc(C)c2c1C(=O)c1ccccc1,331.033685276,6,0,4.073920000000003,331.033685276,6,0,4.073920000000003,True
2172,CC(C)=CCc1cc(C2CC(=O)c3ccc(O)cc3O2)ccc1O,324.13615911999995,4,2,4.313000000000004,324.13615911999995,4,2,4.313000000000004,True
2175,O=C(O)C(=O)Nc1ccc(CC(c2nc3ccccc3o2)S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)cc1,561.081755576,7,3,3.913300000000002,561.081755576,7,3,3.913300000000002,True
2176,O=C(CCc1cccc(N2C(=O)c3ccc(C(=O)CO)cc3C2=O)c1)NCc1ccc(C(F)(F)F)cc1,510.140256432,5,2,3.9300000000000033,510.140256432,5,2,3.9300000000000033,True
2177,CC(=O)NC(Cc1ccccc1)C(=O)Nc1cc(C(C)(C)C)ccc1O,354.19434269199996,3,3,3.3756000000000026,354.19434269199996,3,3,3.3756000000000026,True
2178,COc1ccc(C(=O)O)cc1C=Cc1ccc(Cl)cc1,288.05532195600006,2,1,4.217200000000003,288.05532195600006,2,1,4.217200000000003,True
2179,Cc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)C2=N)c1,294.148061196,4,1,3.023270000000001,294.148061196,4,1,3.023270000000001,True
2180,C=CC(O)C(CC=CCCCCCCCC(N)=O)OC,283.214743788,3,2,2.7106000000000003,283.214743788,3,2,2.7106000000000003,True
2181,Cc1cc(=O)oc2ccc3c(c1O)Cc1ccc(OCc4ccc(O)cc4)cc1OC2(CO)C3,460.1522031079999,7,3,3.7897200000000026,460.1522031079999,7,3,3.7897200000000026,True
2182,COc1ccc2sc(N(Cc3ccc(OCCN(C)C)cc3)C(=O)C3CC3)cc2c1,424.182063756,5,0,4.793500000000004,424.182063756,5,0,4.793500000000004,True
2183,COC(=O)c1cc(CN(Cc2ccc(F)cc2)Cc2ccc(OC)cc2)ccc1OC,423.18458653199997,5,0,4.8319000000000045,423.18458653199997,5,0,4.8319000000000045,True
2184,COc1cc(O)c(Br)cc1C=CC(=O)c1ccc(N2CCOCC2)cc1,417.05757022,5,1,3.8960000000000026,417.05757022,5,1,3.8960000000000026,True
2185,CCNc1sc(S(=O)(=O)NC)cc1Nc1ccc(Oc2ccccc2)cc1,403.102433532,6,3,4.623900000000003,403.102433532,6,3,4.623900000000003,True
2186,COC(=O)NC(Cc1ccccc1)C(O)CNC1CC2(CCC2)Oc2ccc(CC(C)(C)C)cc21,480.29880776,5,3,4.939300000000005,480.29880776,5,3,4.939300000000005,True
2187,O=C(O)COc1c(C(=O)O)sc(-c2ccc(N3CCCCC3)cc2)c1OCc1ccccc1,467.14025852,6,2,5.146000000000004,467.14025852,6,2,5.146000000000004,True
2188,CCOC(=O)C(=O)Nc1sc2c(c1C(=O)OCC)CCCC2,325.09839370800006,6,1,2.3052,325.09839370800006,6,1,2.3052,True
2189,COc1cc(C=C2N=C(c3ccc4occc4c3)OC2=O)ccc1O,335.079372516,6,1,3.4915000000000025,335.079372516,6,1,3.4915000000000025,True
2190,COc1ccc(CN(Cc2ccc(OC)c(OC)c2)CC2CCC(=O)N2)c(OC)c1,414.21547205999997,6,1,3.001800000000001,414.21547205999997,6,1,3.001800000000001,True
2191,CCCCOc1ccc(CCSC)c(OC)c1,254.134050944,3,0,3.779600000000003,254.134050944,3,0,3.779600000000003,True
2192,O=C(C=Cc1cc(O)cc(O)c1)OC1c2ccccc2-c2ccccc21,344.104858992,4,2,4.424200000000003,344.104858992,4,2,4.424200000000003,True
2194,N=C(N)NC(=O)c1ccc(CN(Cc2ccccc2)C(=O)Cc2ccc(O)c(O)c2)cc1,432.17975524799994,5,5,2.4925700000000006,432.17975524799994,5,5,2.4925700000000006,True
2195,COc1ccc(C)cc1NC(=O)Nc1ccc(-c2ccc(N)nc2)cc1,348.15862588000005,4,3,4.291820000000001,348.15862588000005,4,3,4.291820000000001,True
2196,CNc1sc2c(-c3cccnc3)nccc2c1C,255.083018416,4,1,3.708420000000002,255.083018416,4,1,3.708420000000002,True
2197,COc1cc2oc(-c3ccc(O)cc3)c(O)c(O)c-2c1OC,302.079038168,6,3,3.1854000000000013,302.079038168,6,3,3.1854000000000013,True
2198,C=CCOC(=O)C(C)=CCC(=O)C(C)(C)Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)cc1,480.206050248,6,2,4.532370000000003,480.206050248,6,2,4.532370000000003,True
2200,CC1CCC2(CC1)N=C(c1cc(Cl)cc(Cl)c1)C(CO)N2C,340.11091868399996,3,1,3.995200000000004,340.11091868399996,3,1,3.995200000000004,True
2201,CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,342.161979944,2,1,6.815000000000007,342.161979944,2,1,6.815000000000007,True
2202,CC(=Cc1cccc2c1OCO2)C(=O)O,206.0579088,3,1,1.9032,206.0579088,3,1,1.9032,True
2204,Cc1ccc2cc(CCn3ccc(=O)cc3)ccc2n1,264.126263132,3,0,2.9476200000000015,264.126263132,3,0,2.9476200000000015,True
2205,O=C(O)C(=O)Nc1cc(-c2ccc(O)cc2)cc2ccc(C(=O)c3ccccc3)cc12,411.110672644,4,3,4.466500000000002,411.110672644,4,3,4.466500000000002,True
2206,C=C1CCc2ccc(OC)c(OCCCCC)c2O1,262.156894564,3,0,4.1029000000000035,262.156894564,3,0,4.1029000000000035,True
2207,CC(C)CC(C(=O)NO)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)O,372.16852186799997,4,4,2.1193999999999997,372.16852186799997,4,4,2.1193999999999997,True
2208,COC(=O)CCCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,352.13107374,5,0,4.182100000000003,352.13107374,5,0,4.182100000000003,True
2209,COc1ccc(CN(Cc2ccc(F)cc2)Cc2ccc(C(=O)O)cc2)cc1,379.15837178399994,3,1,4.734900000000003,379.15837178399994,3,1,4.734900000000003,True
2210,COC(=O)c1ccc(S(=O)(=O)Nc2ccc3oc(-c4ccc(NS(=O)(=O)c5ccc(OC)cc5)cc4)nc3c2)cc1,593.092656696,9,2,4.891600000000004,593.092656696,9,2,4.891600000000004,True
2211,O=C(O)c1ccc(CN2C(=O)C(=Cc3cccc(O)c3)SC2=Nc2ccc(C(F)(F)F)cc2)cc1,498.08611268400006,5,2,5.913400000000004,498.08611268400006,5,2,5.913400000000004,True
2212,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC(=O)c3cccs3)c2)c1O,419.013343756,7,4,3.596100000000002,419.013343756,7,4,3.596100000000002,True
2213,CC(C)(C)C1CCc2sc(NC(=O)C(=O)O)c(C(=O)O)c2C1,325.098393708,4,3,2.6204,325.098393708,4,3,2.6204,True
2214,O=C(O)C(=O)c1ccc(N2CCCC2)cc1,219.089543276,3,1,1.5541,219.089543276,3,1,1.5541,True
2215,COC(=O)c1ccc(CSc2nc3cc(OC)ccc3[nH]2)cc1,328.088163372,5,1,3.650400000000001,328.088163372,5,1,3.650400000000001,True
2216,C=CC1=CC(=Cc2ccc(OC)cc2)S(=O)(=O)O1,264.04562986400003,4,0,2.466,264.04562986400003,4,0,2.466,True
2217,O=C(O)CCCCCN(Cc1ccc(C=CC(=O)NC(CC(=O)O)C(=O)O)cc1)Cc1ccc(OCc2ccccc2)cc1,602.262816176,6,4,4.970100000000004,602.262816176,6,4,4.970100000000004,True
2218,COC(=O)CCCCCCCCc1cc(C)cc(N)n1,278.199428072,4,1,3.418420000000002,278.199428072,4,1,3.418420000000002,True
2219,N#Cc1ccc(C(c2ccc(O)c(O)c2)n2ccc3cc(C(F)(F)F)ccc32)cc1,408.10856238,4,2,5.580680000000004,408.10856238,4,2,5.580680000000004,True
2220,CCCCC(=O)CCCCCC(=O)Nc1ccc(CCCCc2nnsn2)cc1,416.2245972640001,6,1,5.146800000000005,416.2245972640001,6,1,5.146800000000005,True
2221,Cc1cc(C2=C(c3ccc(O)cc3)CCC2)ccc1O,266.130679816,2,2,4.5009200000000025,266.130679816,2,2,4.5009200000000025,True
2223,O=C(O)COc1c(O)c(O)cc(C=NO)c1O,243.037901628,7,5,0.07489999999999991,243.037901628,7,5,0.07489999999999991,True
2224,O=C(Nc1cccc(O)c1)c1ccc(-c2ccc(CCN3CCCC3)cc2)cc1,386.199428072,3,2,4.949800000000004,386.199428072,3,2,4.949800000000004,True
2225,CCCc1oc2ccccc2c1OC1OC(CO)C(O)C(O)C1O,338.1365530439999,7,4,0.5639999999999994,338.1365530439999,7,4,0.5639999999999994,True
2226,O=C(O)c1cc(O)cc(C(=O)OC2CSSC2)c1,285.99696542,6,2,2.0107999999999997,285.99696542,6,2,2.0107999999999997,True
2227,CN(C)C=C(CCl)C(=O)O,163.04000624,2,1,0.7553000000000001,163.04000624,2,1,0.7553000000000001,True
2228,COc1cc(C=C2C=C(c3ccc(OC(C)C)cc3)OC2=O)cc(OC)c1,366.1467238039999,5,0,4.472300000000003,366.1467238039999,5,0,4.472300000000003,True
2229,Nc1ccccc1S(=O)(=O)Nc1ccc(-c2ccc(N3CCOCC3)nn2)cc1,411.1365105320001,7,2,2.363200000000001,411.1365105320001,7,2,2.363200000000001,True
2230,COc1cc(OCC=C(C)C)c(OCC(C)O)cc1O,282.146723804,5,2,2.505400000000001,282.146723804,5,2,2.505400000000001,True
2231,COc1cccc(-c2cnc3c(c2)C(=O)N(C(C)CO)CC(C)C(C)N3)c1,369.2052417240001,5,2,3.0303000000000004,369.2052417240001,5,2,3.0303000000000004,True
2232,O=C(O)c1ccc(-c2ccc(CNc3ccccc3)cc2)cc1,303.12592878400005,2,2,4.663900000000003,303.12592878400005,2,2,4.663900000000003,True
2233,CN(Cc1cccc(Cl)c1)C(=O)c1ccc(NS(=O)(=O)C(Cc2ccccc2)C(=O)NC2CC2)cc1,525.148905056,4,2,4.243800000000002,525.148905056,4,2,4.243800000000002,True
2235,COc1ccc(C(=O)C=Cc2cc(Br)c(O)cc2OC)cc1,362.01537106,4,1,4.068000000000003,362.01537106,4,1,4.068000000000003,True
2236,COC(=O)c1ccccc1N1C(=O)C=C(C)C1=O,245.068807832,4,0,1.2927,245.068807832,4,0,1.2927,True
2237,Nc1ncc(-c2cc(N3COc4ccccc4C3)nc(N3CCOCC3)n2)nc1O,407.170587532,10,2,1.4144999999999996,407.170587532,10,2,1.4144999999999996,True
2239,C=C1CCCC2C1(C)CCC(C)C2(C)Cc1cc(O)ccc1O,314.2245802,2,2,5.439100000000007,314.2245802,2,2,5.439100000000007,True
2240,O=C(O)C(Cc1ccccc1)N1C(=O)C(Cc2ccccc2)CC1Cc1ccc(Br)cc1,491.10960579199997,2,1,5.147300000000005,491.10960579199997,2,1,5.147300000000005,True
2241,CCCCCNC(=O)CCCCC=CCCCCCCC=C(C)C,335.318814932,1,1,6.716200000000008,335.318814932,1,1,6.716200000000008,True
2242,O=C(O)C=Cc1ccc(O)c(O)c1,180.042258736,3,3,1.1956,180.042258736,3,3,1.1956,True
2243,Cc1ccccc1-c1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)cc1,365.152812228,3,1,5.784120000000004,365.152812228,3,1,5.784120000000004,True
2244,COc1ccc(C=C2SC(=O)N(CCC(=O)Nc3ccc4nc(C)cc(C)c4c3)C2=O)cc1,461.140927216,6,1,4.925340000000005,461.140927216,6,1,4.925340000000005,True
2246,CC(C)CC(CC(=O)O)(Cc1ccc(CCCCCCCCCCCCN)cc1)C(=O)NO,462.345757952,4,4,5.643900000000004,462.345757952,4,4,5.643900000000004,True
2247,CC(=O)NS(=O)(=O)OCC1OC(n2ccc3c(N)ncnc32)C(O)C1O,387.08486888400006,11,4,-1.9697999999999973,387.08486888400006,11,4,-1.9697999999999973,True
2248,OC(CCCc1ccccc1)CN1CC(F)(F)c2cc(C(F)(F)F)ccc21,385.14650536,2,1,5.001000000000004,385.14650536,2,1,5.001000000000004,True
2249,COC(=O)c1scc(-c2ccc(NC(=O)c3sccc3-c3ccccc3)cc2)c1O,435.059900024,6,2,5.888100000000005,435.059900024,6,2,5.888100000000005,True
2251,N=C(N)N(CCc1ccccc1)c1ccc(C(=O)O)cc1,283.132076784,2,3,2.32737,283.132076784,2,3,2.32737,True
2252,COc1ccc(-c2cc(NC(=O)C(=O)O)c(C(=O)O)cc2OC)cc1,345.08485182000004,5,3,2.0921000000000003,345.08485182000004,5,3,2.0921000000000003,True
2254,CC(CCO)CCc1ccc(O)cc1,194.130679816,2,2,2.3433,194.130679816,2,2,2.3433,True
2256,COC(=O)CC1CCC2(CCCN(C(=O)C3CCCCC3)C2)O1,323.209658408,4,0,2.670000000000001,323.209658408,4,0,2.670000000000001,True
2257,COc1c(C)cc(C=C2C(=O)Nc3ccc(Br)cc32)cc1-c1cccc(OC(C)C)c1,477.09395572799997,3,1,6.7130200000000055,477.09395572799997,3,1,6.7130200000000055,True
2259,N#Cc1c(N)nc(SCc2ccccc2)c(C#N)c1-c1ccc(O)cc1,358.088832068,6,2,4.072060000000002,358.088832068,6,2,4.072060000000002,True
2260,CC(=O)C1C(=N)CC(C)(C)CC1=O,181.11027872,3,1,1.60047,181.11027872,3,1,1.60047,True
2261,CCOC(=O)COC(=O)CNS(=O)(=O)Cc1ccc(OC)cc1,345.088222948,7,1,0.22090000000000098,345.088222948,7,1,0.22090000000000098,True
2262,O=C(OCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(F)c1,398.11973378,3,1,4.906500000000004,398.11973378,3,1,4.906500000000004,True
2263,CN(C)c1cc(F)cc(C(=O)C(Cc2ccc(-c3ccc(C(=O)O)cc3)cc2)C(F)(F)F)c1,459.14575641199997,3,1,5.860800000000004,459.14575641199997,3,1,5.860800000000004,True
2264,CNc1ccc(-c2sc3c(c2C(=O)OCCCCC(F)(F)F)CCC(C(C)(C)C)CC3)cc1,481.226234988,4,1,7.887300000000006,481.226234988,4,1,7.887300000000006,True
2265,CCOC(=O)COC(=O)C(C)=CC(C)=Cc1nc(Cc2ccc(OCC3CC3)cc2)c[nH]1,438.21547205999997,6,1,4.245200000000003,438.21547205999997,6,1,4.245200000000003,True
2268,O=C(O)COc1ccc(OCc2ccccc2-c2ccccc2)cc1,334.120509056,3,1,4.3960000000000035,334.120509056,3,1,4.3960000000000035,True
2269,O=C(O)COc1c(C(=O)O)sc(-c2cccc(Oc3ccccc3)c2)c1C(F)(F)F,438.038493796,5,2,5.387800000000002,438.038493796,5,2,5.387800000000002,True
2270,COc1cc(C#N)c(OC)cc1N,178.07422756,4,1,1.15768,178.07422756,4,1,1.15768,True
2272,CC(C)=CCc1cc(C=CC(=O)c2ccc(O)cc2)ccc1O,308.14124449999997,3,2,4.502600000000005,308.14124449999997,3,2,4.502600000000005,True
2273,CCCc1cc(OC(=O)N(C)Cc2ccccc2)ccc1OC,313.167793596,3,0,4.278500000000004,313.167793596,3,0,4.278500000000004,True
2274,O=C(COC(=O)c1ccc(O)cc1O)c1ccc(N2CCCC2)cc1,341.12632270800003,6,2,2.7377000000000002,341.12632270800003,6,2,2.7377000000000002,True
2275,C#CCOC1=COC(OC(C)=O)C(OC(=O)c2ccc(OC)cc2)C1,346.105252916,7,0,2.0213,346.105252916,7,0,2.0213,True
2276,CC(=O)Cc1c(C)nc(S)c(C#N)c1-c1ccc(OCC(=O)Nc2ccccc2)cc1,431.130362532,6,2,4.366400000000002,431.130362532,6,2,4.366400000000002,True
2277,CCCCc1oc2ccccc2c1-c1ccc(CC(C)C(=O)O)cc1,336.17254462799997,2,1,5.705600000000005,336.17254462799997,2,1,5.705600000000005,True
2278,CCCCSc1c(O)c(-c2ccc3c(c2)OCO3)cc(O)c1CC=C(C)C,386.15518031199997,5,2,5.894400000000006,386.15518031199997,5,2,5.894400000000006,True
2280,CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,358.139136324,2,1,7.283500000000006,358.139136324,2,1,7.283500000000006,True
2282,N#Cc1[nH]c(O)c(C2CCCCC2)c1-c1ccc(Oc2ccccc2)cc1,358.168127944,3,2,6.0989800000000045,358.168127944,3,2,6.0989800000000045,True
2284,CC1(C)CCC2(CC(=O)NC(Cc3ccccc3)C(=O)OC2Cc2ccccc2)C1,405.230393852,3,1,4.468600000000004,405.230393852,3,1,4.468600000000004,True
2285,O=C(O)COc1ccc(-c2cccc(C#Cc3ccc(OCCN4CCCCC4)cc3)c2)cc1O,471.20457302799997,5,2,4.787100000000006,471.20457302799997,5,2,4.787100000000006,True
2287,Cc1noc(CCN2C(=O)COc3ccc(C=C4SC(=O)NC4=O)cc32)n1,386.068490548,8,1,1.6700199999999998,386.068490548,8,1,1.6700199999999998,True
2288,COC(=O)c1ccccc1NC(=O)COc1ccc(Cl)cc1C,333.076785672,4,1,3.4525200000000016,333.076785672,4,1,3.4525200000000016,True
2289,COC(=O)c1ccc(NC(=O)c2cc(-c3csc(C(=O)OC)c3F)cnc2N)cc1,429.079469832,8,2,3.3569000000000013,429.079469832,8,2,3.3569000000000013,True
2290,CC(=O)C=Cc1ccc2ncc(C(N)=O)c(NC3CCN(C(=O)C(C)=O)CC3)c2c1,408.17975524799994,6,2,1.9278000000000002,408.17975524799994,6,2,1.9278000000000002,True
2291,CCCCCCCCCC(=O)C1=C(O)OC2(CCCC2)CC1=O,322.21440943999994,4,1,4.768000000000004,322.21440943999994,4,1,4.768000000000004,True
2292,Nc1ccc(-c2sc(C(=O)O)c(OCC(O)CO)c2-c2ccc(C(F)(F)F)cc2)cc1,453.085778336,6,4,4.1133000000000015,453.085778336,6,4,4.1133000000000015,True
2293,CC(C)=CCc1cc(C=Cc2nc3ccccc3o2)c(O)cc1O,321.13649346799997,4,2,4.918100000000005,321.13649346799997,4,2,4.918100000000005,True
2294,C=CCSC1=NC(=O)C(=CNc2ccc(CC)cc2)S1,304.070405132,4,1,4.050900000000003,304.070405132,4,1,4.050900000000003,True
2295,COc1ccccc1CC(NC(=O)CC(N)Cc1ccccc1)C(=O)O,356.17360724799994,4,3,1.7671999999999997,356.17360724799994,4,3,1.7671999999999997,True
2296,CCCCc1oc2ccccc2c1-c1ccc(C2(O)CCC2)cc1,320.177630008,2,1,5.813900000000006,320.177630008,2,1,5.813900000000006,True
2297,CC(C)=CCN(c1ccc(O)cc1)C1CCN(C(=O)C2CCC(=O)N(C(C)C)C2)CC1,427.283492044,4,1,3.802800000000003,427.283492044,4,1,3.802800000000003,True
2299,COc1cc(C=C2SC(=O)N(Cc3ccc(C)cc3)C2=O)ccc1O,355.087829024,5,1,3.945720000000003,355.087829024,5,1,3.945720000000003,True
2300,CNC(=O)C1OC(n2cnc3c(NCc4ccc(C(F)(F)F)cc4)ncnc32)C(O)C1O,452.141987748,9,4,0.8223999999999991,452.141987748,9,4,0.8223999999999991,True
2301,CCN(CC)S(=O)(=O)c1cccc(NC(=O)COc2ccc(-c3ccccc3)cc2)c1,438.16132831199997,4,1,4.401600000000004,438.16132831199997,4,1,4.401600000000004,True
2302,Cc1cccc(C2=NCCN2)c1,160.100048384,2,1,1.34482,160.100048384,2,1,1.34482,True
2303,CCc1cc(OCc2c(C)cc(C)cc2-c2ccccc2)ccc1OCCCc1ccccc1,450.255880328,2,0,8.123440000000008,450.255880328,2,0,8.123440000000008,True
2304,O=C(O)COc1c(C(=O)O)sc(-c2ccc3ccccc3c2)c1Br,405.951056552,4,2,4.492400000000002,405.951056552,4,2,4.492400000000002,True
2306,COC(=O)c1sc(N)nc1-c1ccccc1C(F)(F)F,302.03368318800005,5,1,3.197700000000001,302.03368318800005,5,1,3.197700000000001,True
2307,COc1cccc(NS(=O)(=O)c2ccc3c(c2)CC=C(C)O3)c1,331.087829024,4,1,3.3347000000000016,331.087829024,4,1,3.3347000000000016,True
2308,Cc1ccc(SCC(=O)OCC(=O)Nc2cccc(C)c2)cc1,329.108564468,4,1,3.577440000000002,329.108564468,4,1,3.577440000000002,True
2309,O=C(O)c1ccc(CN2C(=O)NC(c3ccc(C#Cc4cccc(Cl)c4)cc3)C2=O)cc1,444.087684704,3,2,4.231100000000002,444.087684704,3,2,4.231100000000002,True
2310,CN(C)c1ccc(C=NNc2ccc(C(=O)O)cc2)cc1,283.132076784,4,2,2.8968000000000007,283.132076784,4,2,2.8968000000000007,True
2312,CC1=CCCC2C1(C)CCC(C)C2(C)Cc1cc(O)ccc1O,314.2245802,2,2,5.439100000000007,314.2245802,2,2,5.439100000000007,True
2313,O=C(O)c1ccc(CN2CC(c3cccc(C(F)(F)F)c3)N(Cc3ccccc3)C2=O)cc1,454.15042719200005,2,1,5.582700000000004,454.15042719200005,2,1,5.582700000000004,True
2314,O=[N+]([O-])c1ccc(S(=O)(=O)NCc2ccc(-c3nn[nH]n3)cc2)cc1,360.0640738640001,7,2,1.2533999999999998,360.0640738640001,7,2,1.2533999999999998,True
2315,COc1ccc(C2CC(c3ccc(OC)c(OC)c3)=NN2c2ccc(C(=O)O)cc2)cc1,432.16852186799997,6,1,4.766300000000004,432.16852186799997,6,1,4.766300000000004,True
2317,N#Cc1ccccc1S(=O)(=O)Nc1ccc2oc(-c3ccc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3)nc2c1,575.056939884,9,2,4.876280000000003,575.056939884,9,2,4.876280000000003,True
2318,COc1c(O)cc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,354.14672380400003,5,2,4.321600000000003,354.14672380400003,5,2,4.321600000000003,True
2319,CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(-c2ccc(Cl)cc2)[nH]1,402.080491148,5,1,5.060900000000004,402.080491148,5,1,5.060900000000004,True
2320,CC(C)=CCN(Cc1cc2cccc(C)c2nc1O)C(=O)c1ccccc1,360.183778008,3,1,4.857420000000005,360.183778008,3,1,4.857420000000005,True
2321,CC(C)=CCc1cc(CC(O)C(=O)c2ccccc2)c(O)c(C(C)C)c1,352.20384475599997,3,2,4.810600000000004,352.20384475599997,3,2,4.810600000000004,True
2322,COc1cccc(S(=O)(=O)Nc2ccc(-c3ncccc3-c3ccccc3)cc2)c1,416.1194635,4,1,5.225000000000004,416.1194635,4,1,5.225000000000004,True
2323,O=S(=O)(Nc1cccc(-c2cc[nH]n2)c1)c1ccc(-c2ccc(F)cc2)cc1,393.094725972,3,2,4.683600000000003,393.094725972,3,2,4.683600000000003,True
